id,name,slug,type,category,provider,purposes,isArchived,isUpcoming,isUnderReview,badges,tvl,stage,risks,shortName,hostChain
redstone,Redstone,redstone,layer2,Optimium,OP Stack,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'CustomDA'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 2003038.61, 'ether': 1980047.3, 'stablecoin': 22751.41, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14734103884865402}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation rely on data that is NOT published onchain. Redstone uses a custom data availability provider without attestations, relying though on DA challenges.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
zkspace,ZKSpace,zkspace,layer2,ZK Rollup,ZKsync Lite,"['NFT', 'Exchange', 'Payments']",False,False,False,"[{'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'EthereumCalldata'}, {'category': 'Fork', 'name': 'ZKsyncLiteFork'}]","{'breakdown': {'total': 1906825.56, 'ether': 129657.45, 'stablecoin': 23037.28, 'associated': 1682747.81}, 'associatedTokens': ['ZKS'], 'change7d': -0.07875305457293647}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Force via L1', 'sentiment': 'good', 'description': 'Users can force the sequencer to include a withdrawal transaction by submitting a request through L1. If the sequencer censors or is down for  for more than 3d, users can use the exit hatch to withdraw their funds.'}, {'name': 'State Validation', 'value': 'ZK proofs (SN)', 'sentiment': 'good', 'description': 'SNARKs are zero knowledge proofs that ensure state correctness, but require trusted setup.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': '5d', 'sentiment': 'bad', 'description': 'Users have 5d to exit funds in case of an unwanted regular upgrade. There is a 8d delay before a regular upgrade is applied, and withdrawals can take up to 3d to be processed.'}, {'name': 'Proposer Failure', 'value': 'Use escape hatch', 'sentiment': 'good', 'description': 'Users are able to trustlessly exit by submitting a zero knowledge proof of funds.'}]",,
ancient,Ancient8,ancient8,layer2,Optimium,OP Stack,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'Celestia'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 1521850.07, 'ether': 603837.56, 'stablecoin': 0, 'associated': 918012.51}, 'associatedTokens': ['A8'], 'change7d': 0.0939060097253368}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation fully rely on data that is posted on Celestia. Sequencer tx roots are not checked against the Blobstream bridge data roots onchain, but L2 nodes can verify data availability by running a Celestia light client.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
brine,tanX,tanx,layer2,Validium,StarkEx,['Exchange'],False,False,False,"[{'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'StarkEx'}, {'category': 'Infra', 'name': 'SHARP'}]","{'breakdown': {'total': 1321536.11, 'ether': 184281.17, 'stablecoin': 939000.04, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.03846493977272236}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Force via L1', 'sentiment': 'good', 'description': 'Users can force the sequencer to include a withdrawal transaction by submitting a request through L1. If the sequencer censors or is down for  for more than 7d, users can use the exit hatch to withdraw their funds.'}, {'name': 'State Validation', 'value': 'ZK proofs (ST)', 'sentiment': 'good', 'description': 'STARKs are zero knowledge proofs that ensure state correctness.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 2/4 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Use escape hatch', 'sentiment': 'good', 'description': 'Users are able to trustlessly exit by submitting a Merkle proof of funds.'}]",,
hychain,HYCHAIN,hychain,layer2,Optimium,Arbitrum,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 1275953.01, 'ether': 0, 'stablecoin': 0, 'associated': 1275953.01}, 'associatedTokens': ['TOPIA'], 'change7d': 0.13980651804316735}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'Fraud proofs only allow 2 WHITELISTED actors watching the chain to prove that the state is incorrect. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
xchain,XCHAIN,xchain,layer2,Optimium,Arbitrum,['Universal'],False,False,False,"[{'category': 'RaaS', 'name': 'Conduit'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 1192859.79, 'ether': 27174.49, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.008483595183524928}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 5d 14h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 11d 23h of inactivity from the currently whitelisted Proposers.'}]",,
termstructure,Term Structure,termstructure,layer2,ZK Rollup,ZKsync Lite,"['Payments', 'Exchange', 'Lending']",False,False,False,"[{'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'EthereumCalldata'}, {'category': 'Fork', 'name': 'ZKsyncLiteFork'}]","{'breakdown': {'total': 1144749.49, 'ether': 223955.78, 'stablecoin': 588250.36, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.054411867542341286}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Force via L1', 'sentiment': 'good', 'description': 'Users can force the sequencer to include a withdrawal transaction by submitting a request through L1. If the sequencer censors or is down for  for more than 14d, users can use the exit hatch to withdraw their funds.'}, {'name': 'State Validation', 'value': 'ZK proofs (SN)', 'sentiment': 'good', 'description': 'SNARKs are zero knowledge proofs that ensure state correctness, but require trusted setup.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Use escape hatch', 'sentiment': 'good', 'description': 'Users are able to trustlessly exit by submitting a zero knowledge proof of funds.'}]",,
alienx,AlienX,alienx,layer2,Optimium,Arbitrum,"['Universal', 'Gaming', 'AI', 'NFT']",False,False,False,"[{'category': 'RaaS', 'name': 'Caldera'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 1025536.34, 'ether': 990517.81, 'stablecoin': 21846.46, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14475784396167324}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
fluence,Fluence,fluence,layer2,Optimium,Arbitrum,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Gelato'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 913803.9, 'ether': 0, 'stablecoin': 2034.65, 'associated': 911769.25}, 'associatedTokens': ['FLT'], 'change7d': -0.0023152781192057326}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 40d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/2 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
popapex,Proof of Play Apex,popapex,layer3,Optimium,Arbitrum,"['Universal', 'Gaming']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 800970.28, 'ether': 800970.28, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.1383999316081932}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 1001d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 5d 14h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 24d 16h of inactivity from the currently whitelisted Proposers.'}]",PoP Apex,Arbitrum One
dbk,DeBank Chain,dbk,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 777207.81, 'ether': 777207.81, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14453309365335087}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
rari,RARI Chain,rari,layer3,Optimium,Arbitrum,"['Universal', 'NFT']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'L3ParentChain', 'name': 'Arbitrum'}, {'category': 'RaaS', 'name': 'Caldera'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 709516.44, 'ether': 617291.36, 'stablecoin': 92103.23, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.469425018304221}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 2d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'No actor outside of the single Proposer can submit fraud proofs. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/1 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 25d 10h of inactivity from the currently whitelisted Proposers.'}]",,Arbitrum One
swan,Swan Chain,swan,layer2,Optimistic Rollup,OP Stack,"['Universal', 'AI', 'Storage']",False,False,False,"[{'category': 'Infra', 'name': 'Superchain'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 686764.73, 'ether': 686764.73, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.15121296773571702}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
publicgoodsnetwork,Public Goods Network,publicgoodsnetwork,layer2,Optimium,OP Stack,['Universal'],False,False,False,"[{'category': 'DA', 'name': 'Celestia'}, {'category': 'Infra', 'name': 'Superchain'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 645702.84, 'ether': 563124.42, 'stablecoin': 82578.42, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.12723164960661926}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'External', 'sentiment': 'bad', 'description': 'Proof construction and state derivation fully rely on data that is posted on Celestia. Sequencer tx roots are not checked against the Blobstream bridge data roots onchain, but L2 nodes can verify data availability by running a Celestia light client.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",PGN,
optopia,Optopia,optopia,layer2,Optimistic Rollup,OP Stack,"['Universal', 'AI']",False,False,False,"[{'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 608908.41, 'ether': 314170.26, 'stablecoin': 58860.81, 'associated': 235877.34}, 'associatedTokens': ['OPAI'], 'change7d': 0.002123950076121872}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
alephzero,Aleph Zero EVM,aleph-zero,layer2,Optimium,Arbitrum,"['Universal', 'Privacy']",False,False,False,"[{'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Gelato'}, {'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 380446.23, 'ether': 0, 'stablecoin': 0, 'associated': 380446.23}, 'associatedTokens': ['AZERO'], 'change7d': 0.04880464858424438}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 4d delay on this operation.""}, {'name': 'State Validation', 'value': 'Fraud proofs (INT)', 'sentiment': 'bad', 'description': 'Fraud proofs only allow 2 WHITELISTED actors watching the chain to prove that the state is incorrect. Interactive proofs (INT) require multiple transactions over time to resolve. The challenge protocol can be subject to delay attacks. There is a 6d 8h challenge period.'}, {'name': 'Data Availability', 'value': 'External (DAC)', 'sentiment': 'bad', 'description': 'Proof construction relies fully on data that is NOT published onchain. There exists a Data Availability Committee (DAC) with a threshold of 1/2 that is tasked with protecting and supplying the data.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Self propose', 'sentiment': 'good', 'description': 'Anyone can become a Proposer after 12d 17h of inactivity from the currently whitelisted Proposers.'}]",,
superlumio,SuperLumio,superlumio,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 247962.58, 'ether': 241791.61, 'stablecoin': 5370.26, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.1393313909090057}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
ebichain,Ebi Chain,ebichain,layer2,Optimium,Arbitrum,['Exchange'],False,False,True,"[{'category': 'Stack', 'name': 'Orbit'}, {'category': 'VM', 'name': 'EVM'}, {'category': 'DA', 'name': 'DAC'}, {'category': 'RaaS', 'name': 'Conduit'}]","{'breakdown': {'total': 230881.45, 'ether': 230881.45, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.14842801695114471}",NotApplicable,"[{'name': 'Sequencer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'State Validation', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Data Availability', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Exit Window', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}, {'name': 'Proposer Failure', 'value': 'Under Review', 'sentiment': 'UnderReview', 'description': 'This risk is currently under review.'}]",,
honeypot,Honeypot (Cartesi),cartesi-honeypot,layer2,Optimistic Rollup,Cartesi Rollups,['Bug bounty'],False,False,False,"[{'category': 'VM', 'name': 'CartesiVM'}, {'category': 'VM', 'name': 'AppChain'}, {'category': 'DA', 'name': 'EthereumCalldata'}, {'category': 'Stack', 'name': 'Cartesi'}]","{'breakdown': {'total': 230198.85, 'ether': 0, 'stablecoin': 0, 'associated': 0}, 'associatedTokens': [], 'change7d': 0.052788313716935376}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is no delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': '∞', 'sentiment': 'good', 'description': 'Users can exit funds at any time because contracts are not upgradeable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",Honeypot,
metal,Metal,metal,layer2,Optimistic Rollup,OP Stack,['Universal'],False,False,False,"[{'category': 'Infra', 'name': 'Superchain'}, {'category': 'RaaS', 'name': 'Conduit'}, {'category': 'Stack', 'name': 'OPStack'}, {'category': 'DA', 'name': 'EthereumBlobs'}, {'category': 'VM', 'name': 'EVM'}]","{'breakdown': {'total': 181554.06, 'ether': 181442.26, 'stablecoin': 111.8, 'associated': 0}, 'associatedTokens': ['MTL'], 'change7d': 0.16005374145865248}",Stage 0,"[{'name': 'Sequencer Failure', 'value': 'Self sequence', 'sentiment': 'good', 'description': ""In the event of a sequencer failure, users can force transactions to be included in the project's chain by sending them to L1. There is a 12h delay on this operation.""}, {'name': 'State Validation', 'value': 'None', 'sentiment': 'bad', 'description': 'Currently the system permits invalid state roots. More details in project overview.'}, {'name': 'Data Availability', 'value': 'Onchain', 'sentiment': 'good', 'description': 'All of the data needed for proof construction is published on Ethereum L1.'}, {'name': 'Exit Window', 'value': 'None', 'sentiment': 'bad', 'description': 'There is no window for users to exit in case of an unwanted regular upgrade since contracts are instantly upgradable.'}, {'name': 'Proposer Failure', 'value': 'Cannot withdraw', 'sentiment': 'bad', 'description': 'Only the whitelisted proposers can publish state roots on L1, so in the event of failure the withdrawals are frozen.'}]",,
